0,Nome,0,Empresa,Departamento,0.00
37170,Callie F. Norris,29,Apple Systems,Finances,3846.00
37176,Naida T. Dotson,64,Altavista,Advertising,3443.00
37178,Rana G. Baird,39,Macromedia,Sales and Marketing,9834.00
37181,Stuart J. Dillon,46,Apple Systems,Customer Relations,6248.00
37188,Rose T. Wheeler,28,Chami,Legal Department,5317.00
37189,Julie W. Bass,68,Yahoo,Asset Management,1167.00
37193,Amanda P. Bradshaw,41,Apple Systems,Customer Relations,1337.00
37197,Vaughan O. Kent,59,Lycos,Public Relations,3188.00
37199,Beau J. Conner,54,Microsoft,Public Relations,8516.00
37216,Salvador J. Quinn,35,Chami,Public Relations,4190.00
37227,Mercedes C. Carr,66,Altavista,Advertising,7304.00
37242,Raya U. Moon,56,Yahoo,Human Resources,2130.00
37244,Jameson X. Osborn,22,Borland,Accounting,8040.00
37253,Clinton V. Aguilar,44,Lycos,Finances,1860.00
37255,Logan L. Landry,63,Borland,Payroll,4145.00
37256,Haviva N. Huffman,55,Lycos,Asset Management,9143.00
37265,Martha J. Watts,46,Microsoft,Asset Management,3809.00
37276,Cathleen M. Monroe,29,Lavasoft,Sales and Marketing,6663.00
37293,Sharon X. Lynn,29,Microsoft,Research and Development,5478.00
37295,Bertha A. Lloyd,41,Google,Human Resources,9872.00
37296,Hop A. Burt,56,Borland,Public Relations,1576.00
37307,Dacey W. Burch,53,Microsoft,Media Relations,8661.00
37308,Callie E. Spears,63,Adobe,Payroll,1744.00
37314,Elton F. Navarro,58,Google,Legal Department,1044.00
37315,Octavia D. Rowe,69,Lycos,Quality Assurance,5254.00
37345,Talon U. Mack,69,Macromedia,Quality Assurance,3522.00
37347,Neil B. Jacobson,49,Borland,Payroll,9832.00
37360,Willa E. Malone,37,Chami,Quality Assurance,2944.00
37368,Lilah B. Jacobson,26,Altavista,Public Relations,1838.00
37384,Lucius N. Rodgers,31,Borland,Accounting,8896.00
37386,Randall Z. Gray,46,Sibelius,Accounting,7540.00
37387,Wanda F. Wiggins,62,Apple Systems,Customer Relations,8963.00
37390,Scarlett B. Wall,68,Lavasoft,Finances,2200.00
37404,Nasim A. Roth,56,Lavasoft,Accounting,1070.00
37408,Amelia C. Guerra,40,Lavasoft,Sales and Marketing,7425.00
37417,Reese P. Roberts,54,Finale,Media Relations,7739.00
37421,Ross D. Williamson,39,Yahoo,Media Relations,4537.00
37434,Halee U. Garcia,60,Adobe,Payroll,7164.00
37441,Evan O. Dalton,64,Lavasoft,Research and Development,1227.00
37445,Yael H. Torres,33,Altavista,Customer Service,8199.00
37449,Sharon T. Cooley,57,Microsoft,Sales and Marketing,7516.00
37455,Desiree R. Mcfarland,20,Adobe,Accounting,3958.00
37456,Zane N. Cooke,39,Sibelius,Media Relations,6040.00
37462,Evelyn A. Sharpe,59,Finale,Media Relations,5713.00
37463,Brendan A. Oconnor,41,Lavasoft,Customer Service,9923.00
37469,Cedric G. Ryan,44,Microsoft,Advertising,3773.00
37473,Blake F. Chavez,41,Macromedia,Accounting,1928.00
37478,Sybil V. Moses,33,Apple Systems,Accounting,2832.00
37489,Skyler N. Reese,52,Finale,Customer Relations,4428.00
37515,Arthur K. Young,62,Macromedia,Customer Relations,3848.00
37516,Miriam C. May,36,Finale,Customer Relations,4436.00
37520,Finn N. Faulkner,29,Apple Systems,Legal Department,7245.00
37523,Rigel F. Wise,22,Lavasoft,Asset Management,6574.00
37525,Unity Q. Henderson,36,Cakewalk,Asset Management,2335.00
37531,Warren O. Ellis,37,Chami,Public Relations,4427.00
37532,Fleur W. Meyers,21,Cakewalk,Tech Support,7342.00
37533,Elliott W. Russo,23,Apple Systems,Quality Assurance,8796.00
37534,Whilemina Q. Reynolds,42,Sibelius,Research and Development,5308.00
37539,Maia E. Wallace,27,Borland,Advertising,9024.00
37547,Iliana A. Cash,41,Borland,Human Resources,1096.00
37548,Damon K. Booker,26,Macromedia,Finances,1732.00
37559,Adrian M. Hebert,30,Apple Systems,Finances,4290.00
37570,Gannon L. Deleon,67,Borland,Finances,5512.00
37575,Wynter S. Rivers,52,Cakewalk,Asset Management,8713.00
37579,Ignacia J. Booth,37,Finale,Quality Assurance,1023.00
37590,Kay W. Olsen,37,Lavasoft,Finances,5528.00
37592,Eric X. Warner,30,Finale,Accounting,4476.00
37595,Adara W. Aguirre,62,Borland,Legal Department,8499.00
37596,Marcia L. Hendricks,19,Apple Systems,Tech Support,9356.00
37611,Elmo G. Zimmerman,25,Yahoo,Human Resources,8712.00
37613,Dahlia Y. Mcfadden,36,Google,Customer Service,3736.00
37614,Gretchen Y. Walls,59,Microsoft,Media Relations,4191.00
37619,Zena Z. Sweet,45,Microsoft,Customer Relations,1165.00
37622,Erin D. Tyler,19,Google,Asset Management,8905.00
37632,Emerson Z. Banks,31,Borland,Research and Development,7200.00
37636,Howard H. Vincent,19,Lycos,Quality Assurance,6302.00
37649,Echo I. Dotson,61,Chami,Sales and Marketing,3384.00
37664,Benjamin A. Sampson,36,Cakewalk,Payroll,8107.00
37671,Michael M. Stark,33,Google,Accounting,2596.00
37676,Stuart T. Francis,19,Microsoft,Media Relations,7005.00
37677,Dexter D. Mays,18,Yahoo,Human Resources,5904.00
37714,Zelda J. Christensen,42,Lycos,Media Relations,2353.00
37716,Fiona V. Montoya,59,Sibelius,Advertising,8014.00
37722,Lavinia W. Bailey,47,Cakewalk,Tech Support,7701.00
37745,John A. Norris,56,Sibelius,Tech Support,3047.00
37747,Indira B. Delacruz,47,Apple Systems,Advertising,9808.00
37765,Winter C. Cleveland,20,Microsoft,Advertising,1647.00
37772,Nora T. Holden,40,Adobe,Customer Relations,9732.00
37778,Louis C. Rowland,40,Sibelius,Media Relations,3486.00
37787,Eugenia V. Combs,64,Chami,Sales and Marketing,1692.00
37792,Lacey U. Hammond,52,Macromedia,Sales and Marketing,2976.00
37795,Yardley E. Joseph,29,Lavasoft,Sales and Marketing,8828.00
37796,Laurel S. Randall,56,Google,Media Relations,2030.00
37809,Deirdre H. Phillips,51,Sibelius,Customer Relations,1682.00
37810,Cedric Z. Manning,65,Microsoft,Customer Service,1462.00
37819,Justine C. Richards,36,Google,Sales and Marketing,6104.00
37825,Mariko T. Spears,67,Altavista,Tech Support,2180.00
37838,Ira X. Church,50,Cakewalk,Media Relations,3964.00
37842,Xerxes P. Knowles,57,Finale,Asset Management,9042.00
37854,Katell Y. Barnett,34,Altavista,Customer Service,7531.00
37856,Beverly U. Garcia,53,Cakewalk,Finances,1806.00
37859,Zorita Q. Shaw,62,Altavista,Customer Relations,5298.00
37862,Xena C. Nelson,33,Lycos,Payroll,6455.00
37871,Lois W. Dominguez,35,Macromedia,Human Resources,3866.00
37873,Colton G. Hodge,29,Lycos,Quality Assurance,9085.00
37877,Lionel I. Roy,58,Sibelius,Asset Management,5591.00
37879,Finn E. Wade,64,Lavasoft,Human Resources,1798.00
37883,Slade E. Stone,50,Yahoo,Advertising,7831.00
37885,Demetria A. Tyson,34,Lavasoft,Finances,2769.00
37891,Hop E. Hogan,39,Microsoft,Customer Service,9620.00
37906,Kimberly N. Lowery,53,Macromedia,Quality Assurance,9515.00
37917,Francesca F. Guy,49,Lycos,Research and Development,9047.00
37920,Clementine N. Ross,34,Finale,Media Relations,9246.00
37922,Naomi P. Morgan,28,Google,Payroll,8235.00
37923,Claudia Z. Coleman,51,Lavasoft,Research and Development,6127.00
37929,Wendy U. Morgan,59,Google,Sales and Marketing,8443.00
37932,Chastity B. Sanchez,62,Lycos,Advertising,2020.00
37933,Chadwick V. Oneill,23,Google,Public Relations,8769.00
37941,Ignacia D. Hoffman,18,Google,Public Relations,8560.00
37957,Ignacia Q. Cash,35,Finale,Customer Service,7189.00
37961,Jemima W. Mcconnell,61,Cakewalk,Sales and Marketing,5971.00
37965,Ursula Y. Mitchell,57,Yahoo,Quality Assurance,6761.00
37971,Sylvester F. Davis,62,Lavasoft,Human Resources,8473.00
37977,Mona K. Mathews,64,Adobe,Customer Service,5943.00
37988,Cooper O. Rosales,69,Cakewalk,Asset Management,8418.00
37997,Lillian Q. Slater,57,Adobe,Customer Service,4078.00
38049,Griffith L. Harper,18,Cakewalk,Quality Assurance,6786.00
38053,Boris F. Puckett,27,Adobe,Media Relations,1917.00
38054,Abbot E. Aguilar,56,Chami,Finances,7996.00
38055,Ferris G. Bates,50,Finale,Finances,2283.00
38060,Channing B. Huber,34,Yahoo,Research and Development,4481.00
38068,Fleur L. Henderson,18,Cakewalk,Asset Management,3004.00
38073,Wylie I. Davidson,52,Apple Systems,Media Relations,1440.00
38092,Yetta Z. Banks,64,Borland,Asset Management,5096.00
38093,Caleb T. Briggs,49,Google,Asset Management,7797.00
38094,Dana B. Tyson,27,Cakewalk,Media Relations,3559.00
38095,Colin X. Osborn,50,Adobe,Media Relations,5162.00
38106,Amery E. Wolf,42,Cakewalk,Finances,2709.00
38107,Ramona V. Forbes,18,Altavista,Asset Management,5430.00
38108,Philip C. Lane,19,Yahoo,Media Relations,6189.00
38116,Hamilton C. Brown,19,Lavasoft,Customer Service,5228.00
38129,Delilah X. Lyons,26,Altavista,Legal Department,2369.00
38135,Francesca Z. Reilly,57,Chami,Asset Management,5096.00
38138,Morgan C. Chapman,33,Macromedia,Media Relations,9222.00
38141,Jerome H. Guthrie,18,Chami,Asset Management,9470.00
38149,Jade V. Sanders,39,Google,Public Relations,9491.00
38155,Aphrodite B. Howard,29,Yahoo,Public Relations,7701.00
38164,Ulric X. Bonner,51,Yahoo,Research and Development,7933.00
38168,Ishmael Z. Palmer,48,Yahoo,Advertising,5389.00
38184,Ethan G. Bernard,23,Finale,Research and Development,8904.00
38187,Brett A. Rowe,30,Cakewalk,Tech Support,5906.00
38193,Ralph Y. Acosta,66,Chami,Research and Development,7196.00
38200,Sasha V. Beasley,29,Chami,Legal Department,6454.00
38203,Wang P. Kaufman,53,Macromedia,Customer Relations,7235.00
38207,Jade R. Lawrence,39,Altavista,Accounting,1294.00
38209,Lee F. Roberson,55,Adobe,Accounting,7414.00
38210,Constance H. Mitchell,37,Altavista,Asset Management,4957.00
38212,Frances Z. Mcdowell,18,Yahoo,Advertising,1843.00
38213,Myra F. Sherman,56,Borland,Quality Assurance,7460.00
38236,Elizabeth U. Donaldson,63,Cakewalk,Human Resources,2077.00
38244,Brenden Q. Wells,44,Chami,Tech Support,5803.00
38248,Otto B. Mays,69,Altavista,Customer Service,2675.00
38257,Leandra K. Phelps,21,Lycos,Tech Support,4668.00
38265,Iona B. Savage,34,Chami,Accounting,7930.00
38267,Ina H. Mcintosh,68,Cakewalk,Legal Department,9515.00
38270,Hasad R. Solomon,40,Macromedia,Media Relations,1109.00
38271,Ross V. Wise,19,Borland,Accounting,7635.00
38286,Lamar N. Gilmore,70,Borland,Payroll,7711.00
38298,Mercedes A. Jackson,46,Apple Systems,Human Resources,1456.00
38306,Maite Q. Bush,54,Yahoo,Public Relations,4125.00
38341,Alexandra J. Carr,53,Chami,Sales and Marketing,2112.00
38346,Yasir Q. Faulkner,52,Yahoo,Media Relations,9279.00
38354,Colin R. Barber,44,Google,Research and Development,1104.00
38368,Lester A. Jimenez,37,Microsoft,Research and Development,9473.00
38371,Paki Y. Bell,50,Lycos,Legal Department,9155.00
38372,Cullen D. Allen,41,Altavista,Media Relations,4076.00
38373,Larissa C. Nixon,64,Microsoft,Research and Development,6697.00
38378,Madaline C. Keith,20,Apple Systems,Payroll,4762.00
38386,Ezra I. Tucker,68,Apple Systems,Human Resources,7983.00
38395,Cooper N. Orr,57,Cakewalk,Public Relations,7437.00
38398,Zoe G. Conley,42,Altavista,Sales and Marketing,9520.00
38399,Gary H. Fisher,51,Microsoft,Human Resources,7039.00
38427,Justina G. Church,46,Google,Payroll,4362.00
38437,Dylan W. Young,53,Adobe,Asset Management,3279.00
38439,Rajah R. Kemp,62,Apple Systems,Asset Management,4435.00
38444,Jena V. Buckner,33,Apple Systems,Asset Management,6243.00
38446,Elliott R. Martinez,34,Lavasoft,Finances,5443.00
38447,Jemima K. Ward,68,Microsoft,Asset Management,2070.00
38470,Arsenio C. Beasley,46,Google,Customer Service,9330.00
38477,Kenyon I. Coffey,28,Microsoft,Human Resources,8664.00
38505,Alvin N. Dudley,41,Sibelius,Asset Management,4023.00
38512,Kiayada I. French,42,Lavasoft,Media Relations,2329.00
38518,Kennedy H. Cooley,24,Chami,Legal Department,1416.00
38519,Keegan P. Boyd,47,Adobe,Customer Service,5198.00
38527,Sheila Z. Banks,20,Yahoo,Tech Support,6522.00
38532,Jena K. Church,19,Adobe,Quality Assurance,1099.00
38533,Karly R. Perez,40,Macromedia,Sales and Marketing,5307.00
38538,Candice C. Schmidt,42,Cakewalk,Research and Development,2969.00
38540,Piper Z. Baxter,59,Yahoo,Human Resources,5438.00
38541,Lionel O. Diaz,63,Cakewalk,Legal Department,8260.00
38546,Kirby B. Daniels,32,Google,Quality Assurance,1532.00
38550,Curran Q. Pollard,33,Google,Sales and Marketing,6875.00
38557,Maile I. Barnett,35,Macromedia,Asset Management,6239.00
38565,Philip O. Reese,19,Borland,Asset Management,7361.00
38571,Nichole T. Wilder,48,Sibelius,Customer Service,9894.00
38574,Abra R. Aguirre,61,Google,Accounting,1924.00
38588,Charity I. Green,43,Google,Accounting,4370.00
38592,Piper C. Cooke,36,Cakewalk,Advertising,4869.00
38614,Lilah L. Griffin,50,Microsoft,Quality Assurance,1427.00
38616,Reed Z. Valencia,39,Adobe,Legal Department,1490.00
38618,Lilah N. Kim,35,Borland,Tech Support,3897.00
38619,Yoshio B. King,21,Macromedia,Advertising,7791.00
38630,Cullen A. Rose,64,Microsoft,Media Relations,3314.00
38638,September C. Michael,40,Google,Public Relations,6205.00
38644,Kaye T. Willis,58,Adobe,Asset Management,3103.00
38648,Zeph N. Rocha,61,Apple Systems,Asset Management,4964.00
38649,Ima A. Small,34,Chami,Quality Assurance,6378.00
38652,Clementine D. Rich,18,Adobe,Payroll,7642.00
38669,Upton P. Terry,19,Lycos,Legal Department,2218.00
38671,Kylan Q. Lee,46,Borland,Accounting,1592.00
38676,Reece H. Mosley,21,Macromedia,Research and Development,6751.00
38683,Hu D. Snider,56,Google,Accounting,6562.00
38684,Hermione A. Rivas,32,Finale,Media Relations,3302.00
38691,Elvis E. Jones,59,Lavasoft,Public Relations,5028.00
38692,Russell B. Baldwin,36,Apple Systems,Research and Development,3223.00
38694,George M. Warner,52,Apple Systems,Legal Department,2081.00
38695,James W. Jones,38,Google,Sales and Marketing,3670.00
38700,Blaze D. Simpson,23,Microsoft,Accounting,4880.00
38703,Tamekah B. Pratt,28,Finale,Human Resources,5281.00
38704,Britanni A. Jensen,48,Google,Human Resources,7350.00
38708,Amena L. Burch,57,Yahoo,Finances,8263.00
38709,Price I. Clemons,30,Sibelius,Asset Management,3639.00
38711,Madeline J. Morin,50,Google,Sales and Marketing,4900.00
38715,Isabella J. Trujillo,57,Altavista,Public Relations,1669.00
38717,Keiko F. Merrill,23,Apple Systems,Quality Assurance,9240.00
38718,Ivana X. Farley,33,Altavista,Legal Department,3225.00
38723,Howard K. Morrison,45,Borland,Finances,7438.00
38727,Wyatt Q. Dale,61,Sibelius,Accounting,2120.00
38730,Burton K. Blankenship,68,Macromedia,Quality Assurance,1543.00
38745,Brendan X. Bowers,31,Cakewalk,Accounting,9311.00
38750,Hoyt N. Hines,69,Yahoo,Asset Management,8832.00
38751,Doris X. Velazquez,54,Yahoo,Asset Management,6139.00
38754,Sarah K. Newman,65,Altavista,Research and Development,3354.00
38768,Fulton J. Copeland,31,Google,Finances,4952.00
38769,Zeus A. Leblanc,26,Macromedia,Customer Relations,6818.00
38772,Jelani S. Hardy,29,Finale,Media Relations,8939.00
38779,Armand X. Lindsey,56,Sibelius,Payroll,7261.00
38780,Faith I. Byers,47,Altavista,Legal Department,9856.00
38787,Fatima W. Cohen,63,Microsoft,Sales and Marketing,8330.00
38790,Kareem J. Swanson,20,Finale,Advertising,5107.00
38791,Olivia S. Peck,32,Cakewalk,Accounting,5014.00
38797,Mariko C. Fitzpatrick,56,Borland,Media Relations,2132.00
38800,Guy V. Estes,33,Google,Quality Assurance,3079.00
38816,Irene D. Zimmerman,47,Google,Advertising,6562.00
38823,Yasir E. Curry,38,Google,Customer Relations,3055.00
38828,Vernon M. Hobbs,46,Borland,Advertising,3905.00
38837,Judah E. Sweeney,61,Chami,Sales and Marketing,4730.00
38839,Minerva L. Logan,18,Apple Systems,Legal Department,1614.00
38844,Dennis K. Good,41,Borland,Quality Assurance,1639.00
38854,Thaddeus F. Alvarado,49,Chami,Customer Relations,5793.00
38857,Cairo M. Richards,25,Macromedia,Asset Management,4837.00
38867,Iliana Z. Barton,44,Apple Systems,Sales and Marketing,5234.00
38869,Kai K. Dudley,42,Microsoft,Customer Service,6345.00
38876,Clinton Y. Grant,41,Apple Systems,Quality Assurance,7479.00
38879,Ezra Y. Aguirre,51,Yahoo,Tech Support,3806.00
38885,Reagan Q. Ferrell,45,Borland,Asset Management,3799.00
38886,Piper B. Walker,35,Macromedia,Sales and Marketing,5948.00
38899,Kylan D. Rosales,20,Borland,Public Relations,9657.00
38901,Denise G. Chang,59,Yahoo,Public Relations,4923.00
38904,Gage Z. Giles,40,Google,Asset Management,3385.00
38911,Yoko D. West,59,Lycos,Asset Management,3220.00
38931,Clare Q. Stokes,38,Sibelius,Payroll,9006.00
38937,Emmanuel E. Santana,24,Finale,Advertising,6417.00
38938,Phoebe Y. Gill,33,Adobe,Human Resources,5809.00
38943,Yen Z. Stanley,32,Lycos,Finances,6911.00
38944,Medge K. Watson,68,Cakewalk,Customer Service,3953.00
38952,Jonah K. Dorsey,25,Borland,Asset Management,4703.00
38955,Dexter N. Hatfield,67,Cakewalk,Advertising,9073.00
38959,Illiana O. Davidson,69,Apple Systems,Customer Relations,2737.00
38976,Anjolie S. Marquez,41,Altavista,Payroll,8760.00
38977,Aiko W. Hart,58,Microsoft,Customer Relations,4781.00
38990,Allistair R. Garner,58,Lycos,Public Relations,3388.00
38995,David Q. Knapp,70,Macromedia,Customer Relations,8556.00
38999,Xanthus N. Dyer,42,Yahoo,Research and Development,2006.00
39007,Cassidy G. Houston,49,Macromedia,Advertising,1932.00
39018,Amelia U. Lancaster,52,Lycos,Sales and Marketing,1431.00
39021,Vance A. Bradford,59,Google,Tech Support,7901.00
39030,Ayanna B. Joyner,64,Yahoo,Accounting,2992.00
39041,Brent X. Whitfield,30,Yahoo,Quality Assurance,8565.00
39064,Destiny O. Greene,70,Macromedia,Finances,7847.00
39075,Samson D. Holt,60,Borland,Accounting,1186.00
39080,John M. Blackburn,41,Microsoft,Asset Management,8042.00
39084,Hermione X. Mcintosh,63,Chami,Media Relations,6399.00
39090,Dexter X. Houston,62,Adobe,Sales and Marketing,3409.00
39092,Flynn M. Velasquez,23,Altavista,Finances,5632.00
39099,Keely N. Meadows,27,Yahoo,Accounting,6241.00
39105,Vladimir H. Bright,70,Chami,Advertising,6460.00
39107,Charles P. Bartlett,66,Lycos,Sales and Marketing,9506.00
39110,Phoebe D. Gaines,61,Microsoft,Customer Relations,7594.00
39114,Troy K. Griffith,22,Lavasoft,Quality Assurance,6763.00
39119,Nerea G. Valencia,68,Yahoo,Advertising,1326.00
39126,Amity B. Pierce,52,Macromedia,Research and Development,5103.00
39130,Elizabeth X. Puckett,67,Borland,Legal Department,2081.00
39139,Robin H. Carney,42,Apple Systems,Public Relations,9406.00
39143,Macey V. Zimmerman,20,Altavista,Asset Management,2547.00
39167,Amir V. Ortiz,22,Chami,Finances,3368.00
39175,Shelly Y. Hunter,62,Adobe,Public Relations,2147.00
39176,Shana H. Stafford,41,Google,Public Relations,2034.00
39177,Selma R. Mccoy,58,Altavista,Advertising,3631.00
39189,Imelda G. Pruitt,21,Chami,Payroll,6064.00
39191,Aidan Z. Key,18,Adobe,Finances,6042.00
39192,Jasper Z. Haynes,19,Borland,Media Relations,3293.00
39198,Robin N. Mendez,52,Cakewalk,Public Relations,4401.00
39212,Ulric N. Hyde,51,Altavista,Finances,9359.00
39214,Ezekiel U. Carson,51,Yahoo,Finances,3891.00
39229,Hermione V. Kelly,48,Borland,Media Relations,9138.00
39240,Winifred P. Wilcox,44,Macromedia,Payroll,9227.00
39244,Mariam Q. Fox,62,Google,Accounting,4280.00
39246,Bert V. Walters,23,Cakewalk,Advertising,2696.00
39249,Colorado T. Duran,18,Google,Human Resources,3082.00
39251,Myra S. Henderson,37,Lavasoft,Customer Service,4675.00
39261,Lacy S. Hayes,55,Altavista,Human Resources,6760.00
39266,Dillon E. Mccullough,40,Sibelius,Public Relations,6277.00
39269,Jared I. Boyle,57,Google,Legal Department,3931.00
39270,Maia M. Pruitt,31,Finale,Customer Service,2621.00
39276,Omar M. Cervantes,66,Adobe,Media Relations,6554.00
39277,Dillon H. Guerrero,58,Borland,Advertising,5435.00
39280,Martina E. Brady,46,Macromedia,Advertising,5108.00
39298,Fredericka F. Stein,67,Altavista,Accounting,5529.00
39302,Brianna R. Holloway,24,Macromedia,Finances,4375.00
39303,Magee V. Mcfadden,37,Altavista,Media Relations,6362.00
39310,Joseph O. Mcgee,67,Finale,Human Resources,1906.00
39319,Jillian X. Salas,41,Lavasoft,Public Relations,8853.00
39323,Paula P. Neal,46,Adobe,Sales and Marketing,1211.00
39342,Ciara G. Wilcox,63,Google,Human Resources,6477.00
39352,Kristen C. Luna,48,Altavista,Human Resources,4409.00
39353,Christen U. Herring,62,Borland,Media Relations,9470.00
39354,Shea W. Cleveland,69,Lycos,Human Resources,5980.00
39360,Ashton P. Reed,26,Lycos,Sales and Marketing,8235.00
39367,Keelie P. Charles,33,Finale,Human Resources,5498.00
39368,Celeste X. Mckee,47,Sibelius,Public Relations,7643.00
39374,Quamar D. Witt,56,Sibelius,Human Resources,3544.00
39375,Illiana V. Rosario,65,Sibelius,Media Relations,2665.00
39383,Tasha W. Daugherty,34,Altavista,Advertising,2478.00
39391,Finn B. Stewart,25,Adobe,Asset Management,3021.00
39406,Walker D. Barnett,21,Lavasoft,Accounting,7097.00
39417,Amy R. Dillard,52,Macromedia,Sales and Marketing,4009.00
39419,Rebekah E. Hunt,39,Altavista,Customer Service,1479.00
39421,Fiona E. Stanley,46,Apple Systems,Customer Service,4241.00
39423,Sigourney E. Morales,27,Microsoft,Quality Assurance,4510.00
39425,Basil B. Jacobs,48,Microsoft,Human Resources,1079.00
39432,Nelle O. Holman,50,Google,Public Relations,6112.00
39435,Amelia Z. Rosario,58,Microsoft,Media Relations,7194.00
39438,Kirsten J. Herring,51,Finale,Human Resources,6360.00
39440,Kiayada T. Huber,53,Yahoo,Public Relations,2590.00
39443,Francesca H. Cameron,18,Apple Systems,Customer Relations,6949.00
39446,Yetta P. Miles,19,Microsoft,Asset Management,7152.00
39448,Timon I. Day,64,Borland,Payroll,7007.00
39474,Ebony M. Morris,67,Altavista,Legal Department,1220.00
39504,Evelyn N. Luna,54,Sibelius,Customer Relations,3466.00
39505,Jillian W. Dean,41,Altavista,Sales and Marketing,8902.00
39510,Reece V. Lowery,46,Lycos,Payroll,4526.00
39543,Kylee Z. Nieves,60,Lycos,Payroll,6121.00
39544,Wang T. Schneider,26,Apple Systems,Sales and Marketing,7483.00
39551,Florence U. Roth,21,Microsoft,Payroll,9790.00
39553,Breanna B. Chan,34,Sibelius,Human Resources,5353.00
39555,Maile C. Joyce,60,Finale,Human Resources,5920.00
39556,Isabelle K. Dunn,41,Apple Systems,Customer Service,3353.00
39561,Shafira G. Maldonado,67,Macromedia,Public Relations,8216.00
39562,Shoshana C. Barber,52,Google,Research and Development,2943.00
39564,Alyssa S. Simmons,48,Google,Customer Service,6495.00
39565,Charity W. Valentine,21,Sibelius,Customer Relations,5266.00
39573,Buckminster B. Craig,26,Lavasoft,Payroll,1384.00
39578,Maxine A. Weber,27,Apple Systems,Customer Service,3152.00
39580,Sybil V. Hoover,22,Yahoo,Tech Support,6891.00
39581,Robin E. Rosario,32,Finale,Advertising,2701.00
39585,Mari D. Mcguire,32,Borland,Human Resources,7321.00
39586,Denton O. Ashley,56,Microsoft,Sales and Marketing,3314.00
39593,Emerald D. Good,26,Sibelius,Customer Relations,1359.00
39596,Sandra A. Harrington,64,Cakewalk,Sales and Marketing,3661.00
39597,Justin Z. Rivera,36,Lavasoft,Accounting,1686.00
39599,Melvin J. Gray,55,Cakewalk,Accounting,9296.00
39618,Erich L. Bridges,20,Microsoft,Tech Support,8963.00
39622,Bernard J. Small,57,Lycos,Accounting,3648.00
39627,Jordan Q. Boyd,30,Macromedia,Quality Assurance,2999.00
39631,Christen V. Kelley,37,Microsoft,Asset Management,8372.00
39636,Faith T. Snow,20,Google,Finances,1709.00
39645,Odysseus B. Adams,22,Adobe,Media Relations,9586.00
39664,Kane P. Whitfield,33,Lycos,Legal Department,1177.00
39667,Kiona X. Fowler,50,Apple Systems,Accounting,1964.00
39671,Sonya F. Joyner,34,Google,Customer Relations,3586.00
39676,Allegra H. Slater,18,Cakewalk,Advertising,1775.00
39677,Jakeem B. Rose,57,Cakewalk,Public Relations,3447.00
39685,Lynn M. Ellison,40,Sibelius,Public Relations,5252.00
39701,Daryl B. Payne,55,Lycos,Tech Support,1964.00
39712,Lee Y. Davenport,31,Microsoft,Sales and Marketing,6805.00
39715,George Q. Kennedy,52,Macromedia,Advertising,1913.00
39728,Ishmael J. Pratt,25,Cakewalk,Sales and Marketing,2107.00
39733,Madeline N. Forbes,47,Chami,Quality Assurance,4037.00
39734,Lunea A. Walls,38,Macromedia,Sales and Marketing,1356.00
39740,Ann S. Lynch,47,Google,Advertising,2613.00
39742,Steven O. Martin,58,Finale,Payroll,8511.00
39743,Constance X. Barber,23,Google,Quality Assurance,8419.00
39748,Melyssa O. Carrillo,62,Adobe,Sales and Marketing,8699.00
39758,Kasimir V. Henson,33,Finale,Media Relations,3183.00
39761,Julie R. Berger,66,Apple Systems,Customer Relations,9085.00
39768,Clio J. Guthrie,54,Borland,Quality Assurance,4466.00
39775,Leslie H. Kemp,31,Microsoft,Quality Assurance,2729.00
39778,Ezekiel Q. Hess,39,Finale,Public Relations,9559.00
39793,Irma X. Simmons,27,Microsoft,Advertising,2177.00
39797,Joshua R. Cooper,25,Google,Finances,4889.00
39804,Brock X. Lewis,30,Chami,Quality Assurance,7605.00
39808,Thomas D. Evans,37,Lavasoft,Customer Relations,1178.00
39813,Maggy V. Lucas,32,Google,Accounting,1466.00
39814,Yoko T. Daniel,28,Google,Accounting,1828.00
39830,Galena H. Sparks,33,Macromedia,Sales and Marketing,9873.00
39852,Jada E. Ramsey,61,Sibelius,Legal Department,9951.00
39857,Coby X. Craft,58,Cakewalk,Public Relations,7849.00
39859,Kenneth J. Schroeder,42,Adobe,Quality Assurance,6054.00
39861,Medge Z. Black,45,Apple Systems,Tech Support,2582.00
39891,Brady R. Waters,21,Apple Systems,Customer Service,9478.00
39894,Laura F. Cain,61,Microsoft,Research and Development,6987.00
39905,Ina Z. Bird,45,Lycos,Customer Relations,1788.00
39907,Heather F. Barnes,37,Microsoft,Research and Development,3470.00
39910,Kathleen F. Rhodes,67,Borland,Sales and Marketing,3305.00
39914,Xenos T. Wright,54,Lavasoft,Public Relations,5567.00
39917,Jescie T. Garza,27,Google,Advertising,6447.00
39918,Remedios N. Dorsey,60,Lavasoft,Human Resources,3086.00
39923,Alisa V. Mcbride,62,Cakewalk,Advertising,1635.00
39932,Zenia V. Webb,37,Microsoft,Public Relations,8511.00
39933,Craig F. Barr,59,Cakewalk,Advertising,8663.00
39938,Basil J. Miller,54,Google,Payroll,2608.00
39939,Lillith B. Ellison,61,Macromedia,Media Relations,5696.00
39951,Sybil H. Sweet,20,Altavista,Customer Service,4042.00
39969,Denton X. Walton,34,Chami,Payroll,7153.00
39970,Denton F. Barlow,30,Sibelius,Sales and Marketing,2184.00
